Vacancy,Link to a vacancy,Salary,Company,Short description,Location,Date from creation,Full description,Link to a company
Graphic Designer,https://ph.indeed.com/rc/clk?jk=c29a4f428b9cec6e&fccid=7a4627f56b8cce76&vjs=3,,MicroSourcing International Inc,Adaptive to changing work schedules and working hours.Proofread to produce accurate and high-quality work.Design advertisements and layout editorial pages for…,Pasay,8 days ago,"Microsourcing is currently looking for Graphic Design and Layout Artist who will be part of an energetic and talented team.Responsibilities:Design advertisements and layout editorial pages for newspapers, magazines, brochures and other print materials based on the instructions, layouts, and other materials provided while ensuring that the standard rules and specifications of different publications are carefully followed.Perform pagination of classified sections for our various news publications using a provided software programme called Pongrass in a remote setup.Receive and submit jobs using company-built workflow system.Proofread to produce accurate and high-quality work.Regularly communicate with the client and counter-part staff in Australia for other instructions, requests, and clarifications via Skype and email.Record daily productivity including time for individual and team output and performance tracking.RequirementsQualifications:Proficient in the use of Adobe Creative Suite (e.g. Photoshop, Illustrator, Indesign) and other designing softwaresKnowledgeable in the use of MS Office ApplicationsMust have a strong portfolio of completed projectsAdaptive to changing work schedules and working hoursKnowledge of Australian market will be highly advantageous",https://ph.indeed.com/rc/clk?jk=c29a4f428b9cec6e&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKkPYAl_3XV2uqfNzz52_kFlkN0wkll9wDHc3mnStM4Hmg&astse=7025d3920a23b0af&assa=6379
Business Consultant II,https://ph.indeed.com/rc/clk?jk=d1ea943830e6939a&fccid=1f9d0530a51ff611&vjs=3,,Finastra,Facilitate converted database validation work sessions with clients as applicable.Provide on-site or remote support during client conversions as applicable.,Manila,30+ days ago,"What will you contribute?As a Business Consultant II, you are responsible for data analysis and mapping, system configuration, implementation, consultative training and/or reinforcement of training, and implementation support of software applications for new and existing clients. Follow project standards within established time frames and at defined quality levels, and ensure projects are completed according to schedule and client specifications. This position is client-facing and requires travel to the client site as the project warrants. Work performed is typically moderately complex.Responsibilities & Deliverable:Your deliverable will include, but are not limited to, the following:Interact with client, consultatively, to determine project requirements and needs analysis.Establish and/or assist client with configuring system parameters and controls based on client’s business practices and processes; recommend best practices; review setup with clients and gain client acceptance.Conduct data analysis and mapping activities for assigned applications if applicable. Analyze source data files and map data to target application for use by technical resources to develop programs.Provide on-site or remote support during client conversions as applicable.Establish and/or assist client with establishing system parameters and controls based on client’s business practices and processes, recommend best practices, review setup with clients, and gain client acceptance.Conduct data mapping activities for assigned applications if applicable. Analyze source data files and map data to target application for use by technical resources to develop programs.Test and troubleshoot system configuration and functionality.Validate new system input, output, and connectivity. Identify, research, and assist in resolving any issues with technical resources.Facilitate converted database validation work sessions with clients as applicable.Assess and report risks during project and participate in the development and implementation of mitigation plans.Communicate project scope, status, and risks to all stakeholders.Record accurate and timely accounting of time spent on project related activities.Follow established project, departmental, company procedures and quality standards.Follow established project management standards. Provide activities related to the management of assigned implementation projects to bring the project to a timely close and transition the client appropriately.Complete post-implementation tasks in a timely manner.Update internal documentation as applicable.Provide subject matter expertise to internal staff including, but not limited to, sales, development, support, training, professional services as needed.Participate in the development of implementation or training content. Conduct software training and/or reinforce prior training to both external clients and internal staff.Maintain, enhance, and broaden knowledge and skills of software applications and industry practices.Required Experience:Preferably with exposure in financial institution or an industry software company.Client facing service experience required.Software implementation, support, or training experience strongly preferred.Experience with project management disciplines preferred.Experience with Finastra products a plus.Candidate must possess at least a Bachelor's Degree*************************************************************************************************************The above statements describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential job functions. If you need assistance or an accommodation due to disability please contact your recruitment partner.*************************************************************************************************************",https://ph.indeed.com/rc/clk?jk=d1ea943830e6939a&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKnBYGohKdS9RXScP0jL-tyEkN0wkll9wDHc3mnStM4Hmg&astse=351a774544431843&assa=920
Helpdesk Executive I,https://ph.indeed.com/rc/clk?jk=a2f5efd5f8c6825e&fccid=728c395148e5a2db&vjs=3,,FIS Global,Experienced (relevant combo of work and education).Typically requires one year professional work experience and post high school education.,Pasig,30+ days ago,"Position Type :Full timeType Of Hire :Experienced (relevant combo of work and education)Education Desired :General Equivalency DiplomaTravel Percentage :0%GENERAL DUTIES & RESPONSIBILITIESProvides desk-side assistance in resolving technology support issues.Performs installations, repairs, upgrades, backups and other maintenance tasks.Provides effective customer service in a 24X7X365 production environment (rotating on-call and holiday support may be required.Utilizes soft skills and troubleshooting skills to resolve client issues and questions.Asks probing questions to gather relevant information on routine and complex calls.Uses effective listening skills to develop understanding of client questions or issues.Installs, configures and troubleshoots desktop systems, workstations, servers and network issues in a heterogeneous environment.Documents, tracks and monitors client incidents in ticketing system to ensure a timely resolution.Prioritizes and escalates support incidents and requests based on business impact and documented guidelines.Maintains passwords, data integrity and file system security for the desktop environment.Communicates highly technical information to both technical and nontechnical personnel.Recommends solutions including new acquisitions and upgrades.May participate in development of information technology and infrastructure projects.May have expertise in commonly used business applications.May handle phone and email assistance as well.Other related duties assigned as needed.EDUCATION REQUIREMENTSHigh school diploma or GEDGENERAL KNOWLEDGE, SKILLS & ABILITIESAbility to verbalize or express complex technical concepts effectively in writing and overall excellent communication and customer interface skillsSkill in troubleshooting and using diagnostic tools for client accessibility problems to applications and network ( e.g., resetting password, bouncing PU, resetting remote devicesKnowledge of basic problem resolution and escalation practicesAbility to provide appropriate level of support and guidance with FIS applications and proceduresEffective use of listening skills to develop an understanding of client inquiries and problemsExcellent team playerSelf-motivated to learn new technology and new ways to deliver supportShows enthusiasm when providing technical supportStays up-to-date with latest technologyProblem Solving and critical thinking skillsFIS JOB LEVEL DESCRIPTIONEntry level role. Basic help desk skills with moderate level of proficiency. Works under close supervision while learning different aspects of level one support. Recognizes importance of customer satisfaction and works towards achieving high levels of customer satisfaction daily. Demonstrates effective customer service through use of soft skills and troubleshooting skills when dealing with external clients and vendors. Can handle a high volume of calls and is able to resolve a majority of client issues by asking probing questions to define issues. Resolves client issues efficiently and effectively by having a good understanding of different systems, applications and support procedures. Collaborates with team supervisor and peers to resolve more complex and critical issues. With guidance and coaching, can identify and escalate complex issues to level two support areas. With supervision and mentoring, is able to learn and identify root cause of more complex issues and identify troubleshooting steps for future client inquires. Typically requires one year professional work experience and post high school education.Privacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.",https://ph.indeed.com/rc/clk?jk=a2f5efd5f8c6825e&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKm82A-gmnlMXmTYsRZNluXukN0wkll9wDHc3mnStM4Hmg&astse=ea42bc4d6455a119&assa=5349
"MSP Technical Support Rep, Intermediate (mid-shift)new",https://ph.indeed.com/rc/clk?jk=705369c6ec666f56&fccid=8fac7c785ef64f5e&vjs=3,,SolarWinds,Self-Management: Able to know and manage your time and your commitment; adaptable with a growth mindset in support of your own work; acts with urgency and…,Taguig,4 days ago,"Overview:SolarWinds creates and sells powerful and affordable software, and our products and business model are differentiators in the industry. We focus on speed to value and real time problem solving for the IT professional and other users. As a company, we believe that capable and confident people are key to driving results. As we continue to grow our footprint throughout the world, an amazing opportunity has been created for a motivated individual to join our team as the Technical Support Engineer for our MSP business unit.SolarWinds MSP is seeking a Technical Support Engineer that will diagnose and resolve technical issues involving Remote Monitoring, Asset Tracking, Remote Connection, Patch Management, AV, Backup, Mail Security and more. The Technical Support Engineer serves as the key interface between SolarWinds MSP and our customers with the primary goal of making sure we create and maintain customer loyalty by delivering an effortless support experience.This role is made for you if you:Are highly technical, organized and has excellent communication and people skillsCan use good judgment, set priorities, and handle multiple tasks simultaneouslyAre highly motivated individuals who thrive in a fast-paced environmentAre passionate about quality but respectful of meeting established deadlinesEmbody the leadership qualities of collaboration, adaptability and stakeholder focusAre as comfortable with local and global working environmentsAt the heart of our global operations is a talented and diverse team of professionals committed to making SolarWinds MSP a market leader. We are seeking dedicated, creative and driven individuals to join our team and grow professionally with us. We provide excellent benefits, competitive salaries and promise you a world of opportunities.Responsibilities:Deliver service and support to customers via phone, email, and/or chatProvide an exceptional customer experience through issue resolutionWhen issues or resolutions cannot be reached through thinking outside of the box, redirect or escalate by collaborating with team members, developers, and/or sales team.Redirect or escalate issues appropriately when issues are outside of support boundaries or when resolution cannot be confirmed (utilizing all available resources; IT, teammates, supervisor, managers)Utilize Salesforce to maintain thorough and accurate documentation of cases.Maintain and continue to develop in-depth knowledge of SolarWinds MSP products and servicesEMEA (mid-shift)shift coverageQualifications:Advanced troubleshooting experience on any of the following:PC hardware/softwareServer Management (e.g. Windows 2012/2016+)Network devices (e.g. Cisco, Juniper)Detailed knowledge and demonstrated experience on any of the following:Scripting using PowershellWindows Server 2012/2016 logging and reporting conceptsWindows operating systems, file structure, registry, and event logsEvent Viewer, Group Policy, Active Directory, Microsoft SCCM, Certificates, TLS/SSLSolid understanding on the following:Common network services like DNS, Web Servers (IIS, Apache), FTP Servers, Email Servers, and Database Systems Administration.Networking protocols TCP/IP, UDP, SMTP, FTP, HTTP, SNMP, Syslog, SSH etc.Exchange, SQL, Virtual Platform, Linux serverChat support experience with the ability to type 45-60 words per minute with a high degree of accuracyEffective listening, and ability to communicate both verbally and written, professionallyPrevious experience in technical support role requiredTargeted Capabilities:Critical thinking: Strong reasoning & analytical skills; able to structure thinking into logical flow and sequence that’s easy for others to understand; able to create and work with conceptual frameworksCommunication: Crisp, compelling and practical style of organizing thoughts into writing and speech;Self-Management: Able to know and manage your time and your commitment; adaptable with a growth mindset in support of your own work; acts with urgency and integrityStakeholder management: Able to establish positive relationships and collaborate with others around accomplishing goals; taking responsibility as they may come and held accountable for the resultsINSWI",https://ph.indeed.com/rc/clk?jk=705369c6ec666f56&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKmvna9mzDJt-pEXS8PgjiIHkN0wkll9wDHc3mnStM4Hmg&astse=e4cf66110a86679d&assa=275
Digital Marketing Account Managernew,https://ph.indeed.com/rc/clk?jk=71705ea9167458c0&fccid=5a10fbc743657754&vjs=3,,August 99,"This is your opportunity to work with some of the best digital talents in the industry and be part of a high energy, collaborative, and fun team.",Pasig,4 days ago,"2-4 yearsNight ShiftClickalityOrtigas, Pasig / remoteResponsibilitiesProvide guidance to a multi-disciplinary team to achieve success; both internal and external stakeholdersBuild trust, own the ongoing relationship and develop best in class partnership and digital execution.Staying in contact with VIP clients for marketing consultations and progress updatesAnswering client calls and emails promptlyManage expectations of internal and external parties.Work closely with the production team to ensure smooth project deliveryUnderstand campaign objectives and apply appropriate attribution analytics and insights.Communicate with others clearly and persuasively.Confident and competent when it comes to presenting results and opportunities for additional over and above campaigns.Experience with WordPress web design is a plusContent entry into a variety of CMS like WordPressTest websites that we've built to make sure they are perfect.Coordinate with our SEO, PPC, Social Media, Developers, Content, and Design teams to ensure successful delivery of client requirementsMaking sure that all projects are at par with the client goalsYour role is to provide a high level of service and account management around the digital marketing needs of our US-based clients of real estate businesses. Our clients are real people trying to make a living, and it’s our job to help them grow their business. We are looking for someone who will help our clients succeed through digital marketing. You will also learn a LOT through a collaborative crew that specializes in all things SEO, SEM, social media, and web design.You should be passionately engaged with the ever-evolving digital marketing landscape, and have a finger on the changes that can help drive client success. This role is an opportunity for the right candidate to take on an exciting position in a fantastic workplace.This is your opportunity to work with some of the best digital talents in the industry and be part of a high energy, collaborative, and fun team.Please email your CV to careers(at)august99(dotted)com",https://ph.indeed.com/rc/clk?jk=71705ea9167458c0&from=vj&pos=bottom&sjdu=cADHDr2ipqZlAGMLwG_gs28j_JDrA5lIhUJgavK-2LKUVAmCbrfXComwXcSjBWVJ&astse=b59e58029d5abd9e&assa=4065
Application Manager- ATE Applications,https://ph.indeed.com/rc/clk?jk=812c9c6fe315fb6b&fccid=6a50b8f44a5998ac&vjs=3,,"Cohu, Inc.","Application Engineers work on application development projects for customers.As part of the worldwide Application Team, Application Engineers work to meet…",Laguna,30+ days ago,"Job Title: Application Manager- Cohu Semiconductor Test Group (STG)Company Summary:Cohu STG (Semiconductor Test Group) designs and manufacturers automated test equipment (ATE) for the semiconductor market. Our semiconductor ATE solutions are scalable platforms targeted at testing ASSP, MCU, RF PA/FEM, Sensors/MEMS and Power and Analog devices. The primary end market drivers for our testers are Automotive, Mobility, IoT/IoV & Optoelectronics, Data Center/Cloud & AI, Medical & Industrial and Consumer. Our product portfolio gives our customers the best possible combination of technologies to match their business and technical needs, focused on increasing yield, reducing cost of test and accelerating time-to-market. With a global network of strategically deployed applications and support resources, our testers enable the high-volume production of electronics that allow people to be entertained, communicate, be more productive and stay safe.Cohu STG is ramping up our ATE Applications Engineering team in Asia to provide system level engineering and advanced applications support for our customers with manufacturing operations in Asia. We are actively recruiting now and into the middle of 2019 for more than 60 applications engineers at these levels: Application Engineers, Sr. Application Engineers, Principal Application Engineers and Application Team Leaders. Here are the locations where we have openings:Position Summary:This position manages a team of Application Engineers and reports directly to the Director of ATE Applications – Asia. Application Engineers work on application development projects for customers. They develop, debug and integrate application programs according to customer test specifications. They support installation and ramp-up for production at customer sites, including on-site troubleshooting. They meet with customers and conduct technical training, support customers on- and offsite, provide technical support for system sales, and work on special projects. As part of the worldwide Application Team, Application Engineers work to meet goals and objectives. Application Managers are responsible for the performance of their team as well as meeting budgets and deadlines.Primary Functions and Responsibilities:Allocate, manage and supervise applications team to focus on strategic and target customers defined by management.Provide leadership, guidance, coaching, and career planning to maintain team morale and effectiveness.Manage applications team to meet deadlines, goals, targets and objectives. Report status regularly to management and stake holders.Review application engineer’s performance quarterly and provide regular performance feedback. Actively push for improvement plans in case of low performance.Plan, manage and execute application projects to be completed on time and on budget. Insist on keeping deadlines and quality application deliveries.Participate frequently in customer meetings to provide presales support. Help to foster all levels of communications and relationship with customers.Coordinate regularly with global applications, marketing and sales departments for continuous business growth. Ensure smooth communication and cooperation among all Cohu teams.Nurture the collective technical knowledge of application team for continuous improvement of customer support. Motivate team members to participate and to hold relevant technical trainings for regular knowledge sharing.Improve profitability and plan/control team budget (if required) and keep tight control over expenses.Support management initiatives for Total Quality Management and Total Customer Satisfaction.Other Functions:Motivate and guide application engineers to publish application notes each in “Applications Library” and to submit SPR's.Work closely with sales team to create application support quotes.Plan and manage tester equipment in the office, to ensure optimal customer support.Actively participate in application projects when assigned by your management.Keep abreast with new technical trends. Adapt and implement necessary steps in consensus with management.Qualifications:Engineering degree (Master/Bachelor)Managerial Experience (> 3 years)At least 8 years’ experience in the ATE and/or semiconductor industry. Knowledge in at least one of the listed disciplines:RF technologyDigitalMixed Signal Test + DSPPower AutomotiveDFT (Design for Testability)Specific Knowledge: Fluent in English (written and spoken).Personal Qualifications: Management skills, project management, creative, communicative, flexible, organized, perform under stress, emotional intelligence, entrepreneurial thinking and acting, remote management skills.Programming skills, good understanding of electronics and electrical engineering, creative, communicative, flexible, organized, willing to learn, willingness to travel, collaborate with other cultures, able to work in international teams. Candidates who have worked in a technical role with sales, interfaced at customer sites, and provided support for manufacturing during installation and ramp-up are highly desirable.",https://ph.indeed.com/rc/clk?jk=812c9c6fe315fb6b&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKmz_yrqWnVxoGapcYPlCjrBkN0wkll9wDHc3mnStM4Hmg&astse=c62e878b97067eb0&assa=7591
Junior/Senior Service Desk Engineers,https://ph.indeed.com/rc/clk?jk=d8892958f681f213&fccid=0d771a787e6e10bd&vjs=3,,Fujitsu,Must have experienced on customer service work environment.Must have experienced using any Service Desk System any IT remote tools for problem determination…,Taguig,30+ days ago,"Qualifications:Primarily responsible for call and incident management of IT infrastructure related issues.Must have experienced on customer service work environment.Must have experienced using any Service Desk System any IT remote tools for problem determination and resolution.Must have expertise in “remote” troubleshooting of PC, laptop hardware (including peripherals) and repair of desktop operating system and other standard desktop software and tools.Must have experience and understands desktop hardware and software implementation, SOE (standard operating environment) implementation.Must have experienced and understands back-up and restoration procedure of desktop environment, configuring client network and internet connection.Must have strong working technical knowledge on desktop operating systems (MS Windows-based), desktop productivity tools (Microsoft Office, Internet Explorer, Adobe Acrobat Reader, Microsoft Project, Visio) Symantec, Trend Micro Anti-Virus, Ghost replicating tools and Client Management Software.Must have at least two(2) years minimum experience on desktop services.Must have familiarity on ITIL® (ITIL® is a Registered Trade Mark of AXELOS Limited) version 3.Must have the following certifications: Microsoft Certified Professional(MCP), Microsoft Certified Technology Specialist for Windows Vista, Microsoft Certified Technology Specialist for 2007 Microsoft Office System and Microsoft Office Specialist.All candidates for the above positions must have the ff. additional qualifications:Have strong documentation skills and expertise in handling escalated customer issues.Able to emulate processes and procedures specific to the customer and of ITIL® framework.Excellent oral and written English communication skills.Strong multi-national, multi-cultural experience and orientation.Customer focused.",https://ph.indeed.com/rc/clk?jk=d8892958f681f213&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKn7KnmopZFHN6IMbvyQjBrmkN0wkll9wDHc3mnStM4Hmg&astse=ffaabc59b3a51ff5&assa=2108
Senior Technical Customer Support Advisor,https://ph.indeed.com/rc/clk?jk=4c1a5f6bbea22188&fccid=1f9d0530a51ff611&vjs=3,,Finastra,Ability to work independently as well as part of a customer facing team.Willingness to work off hours and occasional long hours when necessary to achieve…,Manila,30+ days ago,"Reporting to the Customer Support Manager , the Senior Technical Engineer (Customer Support Group) is the key interface between Finastra clients on one side and organization on the other side, contributing to the overall delivery of software and services to ensure a world class customer experience. The holder of the role is a product specialist, with technical competencies, responsible for handling and resolving the raised issues in the shortest time possible. The Senior Technical Engineer (Customer Support Group) also uses their technical expertise to assist functional consultants on a as needed basis. At times, this role may be called upon to do testing on beta deliveries or fixes before they are released to customers or be requested to go on site to handle issues on the client’s premises.Responsibilities & Deliverables:Your deliverables will include, but are not limited to, the following:Respond to customer requests, whether they are reported issues, questions or assistance requests, helping them to be able to utilize the product properly as per their needsUnderstand the reported issue (especially from a technical perspective) and be able to replicate the respective scenario in the Finastra environmentsPerform technical investigation with root cause analysis of the issue reported, providing adequate solutions where feasible and/or detailed analysis to the stakeholder teamsUpdate clients on the progress towards issue resolution, including tracking issues sent to other departments and ensuring a timely resolution, focusing on the client’s satisfaction and product qualityParticipate in client (phone) meetings, WebEx sessions, in order to ensure proper communication with the customers and/or to speed up the investigation of the issue reportedValidate defects thoroughly by ensuring that the described scenarios are fixedBuild and provide simple scripts with the assistance of senior colleagues when necessaryWrite technical specifications and best practices documentationRaise/ escalate issues with the Team Leader and/ or Manager where/ when neededRequired Experience:University degree in Computer Science, Mathematics, Business IT or related majorVery good knowledge of C/C++, including debugging skills and some experience with debugging tools on different operating systems (Visual Studio, Sun/ Solaris Studio, Eclipse)SQL/ Java/ C#Basic expertise with Solaris and Linux Operating systems (medium- advanced expertise on Windows)Knowledge on CORBA (the Orbix implementation), JMS (ActiveMQ implementation) are a plusExcellent written and verbal communication in EnglishAnalytical abilities, attention to detail, stability, responsibility as well as customer focusAbility to work independently as well as part of a customer facing teamExpert technical skills in any of the following are desired: Windows Server administration & support; networking concepts, analysis & troubleshooting; web server technologies such as IIS, Apache/Tomcat; remote access; virtualization; relational databases; Windows-centric system and application supportWork Environment:- Manila night shift - US hoursWillingness to work off hours and occasional long hours when necessary to achieve customerand company objectivesWork independently and collaborativelyWork remotely to provide support, as requiredParticipate with other team members in rotating schedule for on-call duty and early shift,with possibility to convert to formal early shift assignment*************************************************************************************************************The above statements describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential job functions. If you need assistance or an accommodation due to disability please contact your recruitment partner.*************************************************************************************************************",https://ph.indeed.com/rc/clk?jk=4c1a5f6bbea22188&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKkz1stNx57IQ1u378oms9-3kN0wkll9wDHc3mnStM4Hmg&astse=1c318f04bdf00e95&assa=6789
Technical Support Specialists,https://ph.indeed.com/rc/clk?jk=9d26c097bd486e30&fccid=1016f5e1e8b5dc07&vjs=3,,KDCI PH,"Must be willing to work on a night shift.Work Schedule: 5-day work week, night shift.The applicant must be ready to work at Ortigas Center, Pasig City.",Pasig,30+ days ago,"Technical Support SpecialistsJanuary 17, 2018Ortigas Center, Pasig CityJob DescriptionKDCI Outsourcing is a global provider of eCommerce services for startups and established companies. We help our clients build, grow, and maintain their online businesses by providing support for product information management, back office, graphic design, web development, customer service, and digital marketing.ResponsibilitiesProvide excellent customer service to improve company image.Deliver customer service through the phone for inbound and outbound calls.Act as an interface between the customers and the company by attending to their queries, taking in product orders and handling consumer complaints.Provide accurate information to customers and ensure satisfaction.Enhance customer experience with surprise and delight opportunities.Take the extra mile by making sales and engaging customers during a call when necessary.Provide technical support, consultation and on-site/remote diagnostics on products through troubleshooting, analyzing problems, and searching for solutionSupports efforts to develop training resources and reduce product problem resolution time.Enjoys customer interaction and takes the extra mile to engage customers.Requirements1 year of relevant experience in customer service.Relevant experience in Customer Services such as chat and email support for eCommerce, online retail, and/or catalog retailer service is a plus.Possess skills to provide support through phone calls.Good sense for measuring call disposition.Excellent communication skills through verbal and written means. Adept at using a computer, the internet, and social media.Must be willing to work on a night shift.The applicant must be ready to work at Ortigas Center, Pasig CitySnapshot1Location: Ortigas Center, Pasig City2Employment Type: Full-time3Department: Contact Support4Work Schedule: 5-day work week, night shiftBenefitsMedical & Dental PlanSSS, Philhealth, and HDMFPaid Sick LeavePaid Emergency LeaveConvertible Vacation LeaveMaternity/Paternity LeaveAnnual Performance EvaluationPerformance-based BonusesOvertime PayHoliday PayNight DifferentialReferral Incentive ProgramCompany-sponsored TrainingsMonthly Food Party",https://ph.indeed.com/rc/clk?jk=9d26c097bd486e30&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKlbQFNlpPwpk7LQD9d4KQw3kN0wkll9wDHc3mnStM4Hmg&astse=ed3fd1232239a711&assa=584
Country Manager Japan Job - iGaming - Remote,https://ph.indeed.com/rc/clk?jk=b8716b03ad95540e&fccid=2fc1a8f7349aa440&vjs=3,,SmartRecruitment.com,"Ability to be both strategic and also very hands-on work.At least 3 years’ work experience in a B2C iGaming business.We are now expanding into Japan, Asia.",Manila,30+ days ago,"Location: Remote (where you are, most likely in Japan or Malta)This B2C online gaming group is currently operating 3 online casino sites targeting mainly the European markets. We are now expanding into Japan, Asia.We have been around for 4 years and have a very clear start-up culture, yet the company is made up of awesome people and personalities who all have 10+ years of experience in the business, and all the key people are highly acknowledged as domain experts within their respective fields. The company is primarily based in Malta. The 2 founders are both Swedish and the company has a Swedish/International company culture built on extensive trust and freedom of all employees. The company is currently made up of 35 direct employees with another 25 people that work with us on a daily basis providing certain outsourcing functions. We are recognized as a challenger in the European online gaming industry and are at the very forefront of product innovation. We focus on so called Gamification, where the gaming experience from online casino is married with online mobile gaming, such as Clash of Clans, Candy Crush etc., and product development and seriously sophisticated technology is the very DNA of the company. We have won numerous “EGR Awards (sort of “the Oscars” of the European gaming world) such as “Innovation of the Year in gaming”, “Start-up of the year” etc.We are now expanding into Japan – come work with us and make it a success!We are seeking a Country Manager Japan who will be responsible for developing the Japanese market including market strategy, product, customer acquisition, retention, payments and customer service. You will have an overall responsibility for the Japanese territory – Revenue targets, building relationships with 3rd parties especially affiliates, agreeing deals, exploring marketing and partner opportunities, specialist market knowledge with a view of giving feedback to marketing teams, business development is also included in this role. You will also handle Customer Service for the initial period, and over time help build up a successful customer service department. This role will probably be based in Japan, or in Malta, Europe. However, as a modern and digital company, we believe in people, not specific locations, so in reality this role will be based where you are. Wherever you will be based, we’d love to see you face to face, so we will encourage you to come over to the head office in Malta frequently. We’re obviously footing the bill for such travels.This role will offer outstanding career opportunities!Responsibilities:Develop country strategy, positioning and growthDevelop acquisition marketing activities across the market in cooperation with the Acquisition team and marketing teams.Develop CRM strategies with the CRM team, including customer behavior analysis, segmentation, creation of promotions and messages.Oversee development, planning and execution of marketing and promotion activities for the Japanese market.Take the role as our brand ambassador for the Japanese market, to represent us in all best possible ways.Responsible for localization of product, together with the content team.Optimize presentation and promotion of games as per the market to ensure maximum player volume.Responsible for the local website including content and look and feel, ensuring it has local focus (user experience).Contribute in identifying relevant payment options together with the Payments Team.Monitor and report to the Management Team of business KPIs.Responsible for handling Customer Service queries initially, and support the building up of a customer service team, including recruitment, training, monitoring of CS KPIs etc.Requirements:At least 3 years’ work experience in a B2C iGaming business.Experience acquiring customers and growing businesses.Experience in building and nurturing a network of affiliate marketing partners.Experience in CRM and retention marketing to drive further activation of players and reactivation of lapsed playersExperience in development of direct marketing strategy, creative and implementation processes.Experience as a Country Manager with an iGaming business is desirable.Experience in customer service over email and chat tools to online B2C business is desirable.Native Japanese speaker, Fluent in English.Good understanding of online and direct response marketingHighly OrganizedAbility to be both strategic and also very hands-on workAnalytical ability and the understanding of profit/loss profiles, creating and reading reports, understanding data and the ability to distinguish between the important and unimportant, strategic development.SmartRecruitment.com is our responsible recruitment partner for this position, they are a consultancy firm within recruitment/head-hunting. SmartRecruitment.com support their clients in recruiting iGaming and casino experts. They have local teams in both Europe (Barcelona, Malta and Stockholm) and Asia (Manila and Taichung/Taipei)SmartRecruitment.com",https://ph.indeed.com/rc/clk?jk=b8716b03ad95540e&from=vj&pos=bottom&sjdu=kREejwbDMkx22-K2gj7AzYDDplm6SwWjHcxyoDIphKlzUgakiO7_qRVeeo8Enix1kN0wkll9wDHc3mnStM4Hmg&astse=19cf1cc4c581f641&assa=4130
